,Name,Code
1270,华电重工,601226
1271,广州港,601228
1272,上海银行,601229
1273,环旭电子,601231
1274,桐昆股份,601233
1275,广汽集团,601238
1276,庞大集团,601258
1277,*ST二重,601268
1278,农业银行,601288
1279,青岛港,601298
1280,中国北车,601299
1281,骆驼股份,601311
1282,江南嘉捷,601313
1283,中国平安,601318
1284,中国人保,601319
1285,秦港股份,601326
1286,交通银行,601328
1287,绿色动力,601330
1288,广深铁路,601333
1289,新华保险,601336
1290,百隆东方,601339
1291,三六零,601360
1292,利群股份,601366
1293,绿城水务,601368
1294,陕鼓动力,601369
1295,中原证券,601375
1296,兴业证券,601377
1297,怡球资源,601388
1298,中国中铁,601390
1299,工商银行,601398
1300,通用股份,601500
1301,东风股份,601515
1302,吉林高速,601518
1303,大智慧,601519
1304,东吴证券,601555
1305,ST锐电,601558
1306,九牧王,601566
1307,三星医疗,601567
1308,长沙银行,601577
1309,会稽山,601579
1310,北辰实业,601588
1311,上海电影,601595
1312,中国外运,601598
1313,鹿港文化,601599
1314,中国铝业,601600
1315,中国太保,601601
1316,长城军工,601606
1317,上海医药,601607
1318,中信重工,601608
1319,中国核建,601611
1320,明阳智能,601615
1321,广电电气,601616
1322,中国中冶,601618
1323,嘉泽新能,601619
1324,中国人寿,601628
1325,长城汽车,601633
1326,旗滨集团,601636
1327,平煤股份,601666
1328,中国建筑,601668
1329,中国电建,601669
1330,明泰铝业,601677
1331,滨化股份,601678
1332,华泰证券,601688
1333,拓普集团,601689
1334,潞安环能,601699
1335,风范股份,601700
1336,郑煤机,601717
1337,际华集团,601718
1338,上海电气,601727
1339,中国南车,601766
1340,力帆股份,601777
1341,光大证券,601788
1342,宁波建工,601789
1343,*ST蓝科,601798
1344,星宇股份,601799
1345,中国交建,601800
1346,皖新传媒,601801
1347,中海油服,601808
1348,新华文轩,601811
1349,光大银行,601818
1350,美凯龙,601828
1351,成都银行,601838
1352,中国石油,601857
1353,中国科传,601858
1354,紫金银行,601860
1355,福莱特,601865
1356,中远海发,601866
1357,长飞光纤,601869
1358,招商轮船,601872
1359,正泰电器,601877
1360,浙商证券,601878
1361,大连港,601880
1362,中国银河,601881
1363,海天精工,601882
1364,江河集团,601886
1365,中国国旅,601888
1366,亚星锚链,601890
1367,中煤能源,601898
1368,紫金矿业,601899
1369,南方传媒,601900
1370,方正证券,601901
1371,京运通,601908
1372,新集能源,601918
1373,中远海控,601919
1374,凤凰传媒,601928
1375,吉视传媒,601929
1376,永辉超市,601933
1377,建设银行,601939
1378,中国出版,601949
1379,苏垦农发,601952
1380,金钼股份,601958
1381,中国汽研,601965
1382,玲珑轮胎,601966
1383,宝钢包装,601968
1384,海南矿业,601969
1385,ST长油,601975
1386,中国核电,601985
1387,中国银行,601988
1388,中国重工,601989
1389,南京证券,601990
1390,大唐发电,601991
1391,金隅集团,601992
1392,丰林集团,601996
1393,贵阳银行,601997
1394,中信银行,601998
1395,出版传媒,601999
1396,人民网,603000
1397,奥康国际,603001
1398,宏昌电子,603002
1399,龙宇燃油,603003
1400,晶方科技,603005
1401,联明股份,603006
1402,花王股份,603007
1403,喜临门,603008
1404,北特科技,603009
1405,万盛股份,603010
1406,合锻智能,603011
1407,创力集团,603012
1408,亚普股份,603013
1409,弘讯科技,603015
1410,新宏泰,603016
1411,中衡设计,603017
1412,中设集团,603018
1413,中科曙光,603019
1414,爱普股份,603020
1415,山东华鹏,603021
1416,新通联,603022
1417,威帝股份,603023
1418,大豪科技,603025
1419,石大胜华,603026
1420,千禾味业,603027
1421,赛福天,603028
1422,天鹅股份,603029
1423,全筑股份,603030
1424,安德利,603031
1425,德新交运,603032
1426,三维股份,603033
1427,常熟汽饰,603035
1428,如通股份,603036
1429,凯众股份,603037
1430,华立股份,603038
1431,泛微网络,603039
1432,新坐标,603040
1433,美思德,603041
1434,华脉科技,603042
1435,广州酒家,603043
1436,福达合金,603045
1437,科林电气,603050
1438,台华新材,603055
1439,德邦股份,603056
1440,永吉股份,603058
1441,倍加洁,603059
1442,国检集团,603060
1443,禾望电气,603063
1444,音飞储存,603066
1445,振华股份,603067
1446,海汽集团,603069
1447,乐惠国际,603076
1448,和邦生物,603077
1449,江化微,603078
1450,圣达生物,603079
1451,新疆火炬,603080
1452,大丰实业,603081
1453,剑桥科技,603083
1454,天成自控,603085
1455,先达股份,603086
1456,宁波精达,603088
1457,正裕工业,603089
1458,宏盛股份,603090
1459,新经典,603096
1460,森特股份,603098
1461,长白山,603099
1462,川仪股份,603100
1463,汇嘉时代,603101
1464,横店影视,603103
1465,芯能科技,603105
1466,恒银金融,603106
1467,润达医疗,603108
1468,东方材料,603110
1469,康尼机电,603111
1470,金能科技,603113
1471,红蜻蜓,603116
1472,万林物流,603117
1473,共进股份,603118
1474,华培动力,603121
1475,翠微股份,603123
1476,中材节能,603126
1477,昭衍新药,603127
1478,华贸物流,603128
1479,春风动力,603129
1480,上海沪工,603131
1481,碳元科技,603133
1482,天目湖,603136
1483,海量数据,603138
1484,康惠制药,603139
1485,养元饮品,603156
1486,拉夏贝尔,603157
1487,腾龙股份,603158
1488,上海亚虹,603159
1489,汇顶科技,603160
1490,科华控股,603161
1491,荣晟环保,603165
1492,福达股份,603166
1493,渤海轮渡,603167
1494,莎普爱思,603168
1495,兰石重装,603169
1496,德创环保,603177
1497,圣龙股份,603178
1498,新泉股份,603179
1499,金牌厨柜,603180
1500,皇马科技,603181
1501,建研院,603183
1502,上机数控,603185
1503,华正新材,603186
1504,海容冷链,603187
1505,亚邦股份,603188
1506,网达软件,603189
1507,汇得科技,603192
1508,日播时尚,603196
1509,保隆科技,603197
1510,迎驾贡酒,603198
1511,九华旅游,603199
1512,上海洗霸,603200
1513,快克股份,603203
1514,江山欧派,603208
1515,爱婴室,603214
1516,日月股份,603218
1517,贝通信,603220
1518,济民制药,603222
1519,恒通股份,603223
1520,新凤鸣,603225
1521,菲林格尔,603226
1522,雪峰科技,603227
1523,景旺电子,603228
1524,奥翔药业,603229
1525,格尔软件,603232
1526,大参林,603233
1527,诺邦股份,603238
1528,浙江仙通,603239
1529,电魂网络,603258
1530,药明康德,603259
1531,合盛硅业,603260
1532,天龙股份,603266
1533,松发股份,603268
1534,海鸥股份,603269
1535,银都股份,603277
1536,大业股份,603278
1537,赛腾股份,603283
1538,日盈电子,603286
1539,海天味业,603288
1540,泰瑞机器,603289
1541,永新光学,603297
1542,杭叉集团,603298
1543,井神股份,603299
1544,华铁科技,603300
1545,振德医疗,603301
1546,鑫广绿环,603302
1547,得邦照明,603303
1548,旭升股份,603305
1549,华懋科技,603306
1550,应流股份,603308
1551,维力医疗,603309
1552,金海环境,603311
1553,梦百合,603313
1554,福鞍股份,603315
1555,诚邦股份,603316
1556,派思股份,603318
1557,湘油泵,603319
1558,迪贝电气,603320
1559,梅轮电梯,603321
1560,超讯通信,603322
1561,吴江银行,603323
1562,我乐家居,603326
1563,依顿电子,603328
1564,上海雅仕,603329
1565,上海天洋,603330
1566,百达精工,603331
1567,苏州龙杰,603332
1568,尚纬股份,603333
1569,迪生力,603335
1570,宏辉果蔬,603336
1571,杰克股份,603337
1572,浙江鼎力,603338
1573,四方科技,603339
1574,安井食品,603345
1575,文灿股份,603348
1576,威尔药业,603351
1577,莱克电气,603355
1578,华菱精工,603356
1579,设计总院,603357
1580,华达科技,603358
1581,东珠生态,603359
1582,百傲化学,603360
1583,傲农生物,603363
1584,水星家纺,603365
1585,日出东方,603366
1586,辰欣药业,603367
1587,柳药股份,603368
1588,今世缘,603369
1589,东方时尚,603377
1590,亚士创能,603378
1591,易德龙,603380
1592,顶点软件,603383
1593,惠达卫浴,603385
1594,广东骏亚,603386
1595,基蛋生物,603387
1596,元成股份,603388
1597,亚振家居,603389
1598,新天然气,603393
1599,金辰股份,603396
1600,邦宝益智,603398
1601,吉翔股份,603399
1602,信捷电气,603416
1603,鼎信通讯,603421
1604,集友股份,603429
1605,吉比特,603444
1606,九洲药业,603456
1607,勘设股份,603458
1608,风语筑,603466
1609,振静股份,603477
1610,科沃斯,603486
1611,展鹏科技,603488
1612,恒为科技,603496
1613,翔港科技,603499
1614,祥和实业,603500
1615,韦尔股份,603501
1616,金石资源,603505
1617,南都物业,603506
1618,振江股份,603507
1619,思维列控,603508
1620,欧普照明,603515
1621,淳中科技,603516
1622,绝味食品,603517
1623,维格娜丝,603518
1624,立霸股份,603519
1625,司太立,603520
1626,众源新材,603527
1627,多伦科技,603528
1628,掌阅科技,603533
1629,嘉诚国际,603535
1630,惠发股份,603536
1631,美诺华,603538
1632,贵人鸟,603555
1633,海兴电力,603556
1634,起步股份,603557
1635,健盛集团,603558
1636,中通国脉,603559
1637,普莱柯,603566
1638,珍宝岛,603567
1639,伟明环保,603568
1640,长久物流,603569
1641,汇金通,603577
1642,三星新材,603578
1643,荣泰健康,603579
1644,艾艾精工,603580
1645,捷昌驱动,603583
1646,苏利股份,603585
1647,金麒麟,603586
1648,地素时尚,603587
1649,高能环境,603588
1650,口子窖,603589
1651,康辰药业,603590
1652,东尼电子,603595
1653,伯特利,603596
1654,引力传媒,603598
1655,广信股份,603599
1656,永艺股份,603600
1657,再升科技,603601
1658,纵横通信,603602
1659,博天环境,603603
1660,珀莱雅,603605
1661,东方电缆,603606
1662,京华激光,603607
1663,天创时尚,603608
1664,禾丰牧业,603609
1665,诺力股份,603611
1666,索通发展,603612
1667,茶花股份,603615
1668,韩建河山,603616
1669,君禾股份,603617
1670,杭电股份,603618
1671,中曼石油,603619
1672,科森科技,603626
1673,清源股份,603628
1674,利通电子,603629
1675,拉芳家化,603630
1676,徕木股份,603633
1677,南威软件,603636
1678,镇海股份,603637
1679,艾迪精密,603638
1680,海利尔,603639
1681,畅联股份,603648
1682,彤程新材,603650
1683,朗博科技,603655
1684,泰禾光电,603656
1685,春光科技,603657
1686,安图生物,603658
1687,璞泰来,603659
1688,苏州科达,603660
1689,恒林股份,603661
1690,三祥新材,603663
1691,康隆达,603665
1692,亿嘉和,603666
1693,五洲新春,603667
1694,天马科技,603668
1695,灵康药业,603669
1696,卫信康,603676
1697,奇精机械,603677
1698,火炬电子,603678
1699,华体科技,603679
1700,今创集团,603680
1701,晶华新材,603683
1702,晨丰科技,603685
1703,龙马环卫,603686
1704,石英股份,603688
1705,皖天然气,603689
1706,至纯科技,603690
1707,江苏新能,603693
1708,安记食品,603696
1709,航天工程,603698
1710,纽威股份,603699
1711,宁波水表,603700
1712,德宏股份,603701
1713,盛洋科技,603703
1714,东方环宇,603706
1715,健友股份,603707
1716,家家悦,603708
1717,中源家居,603709
1718,香飘飘,603711
1719,七一二,603712
1720,密尔克卫,603713
1721,塞力斯,603716
1722,天域生态,603717
1723,海利生物,603718
1724,中广天择,603721
1725,阿科力,603722
1726,天安新材,603725
1727,朗迪集团,603726
1728,博迈科,603727
1729,鸣志电器,603728
1730,龙韵股份,603729
1731,岱美股份,603730
1732,仙鹤股份,603733
1733,三棵树,603737
1734,泰晶科技,603738
1735,蔚蓝生物,603739
1736,大元泵业,603757
1737,秦安股份,603758
1738,隆鑫通用,603766
1739,中马传动,603767
1740,常青股份,603768
1741,沃格光电,603773
1742,永安行,603776
1743,来伊份,603777
1744,乾景园林,603778
1745,威龙股份,603779
1746,新日股份,603787
1747,宁波高发,603788
1748,星光农机,603789
1749,雅运股份,603790
1750,联泰环保,603797
1751,康普顿,603798
1752,华友钴业,603799
1753,道森股份,603800
1754,志邦家居,603801
1755,瑞斯康达,603803
1756,福斯特,603806
1757,歌力思,603808
1758,豪能股份,603809
1759,丰山集团,603810
1760,诚意药业,603811
1761,原尚股份,603813
1762,顾家家居,603816
1763,海峡环保,603817
1764,曲美家居,603818
1765,神力股份,603819
1766,嘉澳环保,603822
1767,百合花,603823
1768,华扬联众,603825
1769,坤彩科技,603826
1770,柯利达,603828
1771,洛凯股份,603829
1772,欧派家居,603833
1773,四通股份,603838
1774,安正时尚,603839
1775,正平股份,603843
1776,好太太,603848
1777,华荣股份,603855
1778,东宏股份,603856
1779,步长制药,603858
1780,能科股份,603859
1781,中公高科,603860
1782,白云电器,603861
1783,桃李面包,603866
1784,飞科电器,603868
1785,新智认知,603869
1786,嘉友国际,603871
1787,鼎胜新材,603876
1788,太平鸟,603877
1789,武进不锈,603878
1790,永悦科技,603879
1791,南卫股份,603880
1792,数据港,603881
1793,金域医学,603882
1794,老百姓,603883
1795,吉祥航空,603885
1796,元祖股份,603886
1797,城地股份,603887
1798,新华网,603888
1799,新澳股份,603889
1800,春秋电子,603890
1801,天永智能,603895
1802,寿仙谷,603896
1803,长城科技,603897
1804,好莱客,603898
1805,晨光文具,603899
1806,莱绅通灵,603900
1807,永创智能,603901
1808,中持股份,603903
1809,龙蟠科技,603906
1810,牧高笛,603908
1811,合诚股份,603909
1812,佳力图,603912
1813,苏博特,603916
1814,合力科技,603917
1815,金桥信息,603918
1816,金徽酒,603919
1817,世运电路,603920
1818,金鸿顺,603922
1819,铁流股份,603926
1820,兴业股份,603928
1821,亚翔集成,603929
1822,睿能科技,603933
1823,博敏电子,603936
1824,丽岛新材,603937
1825,三孚股份,603938
1826,益丰药房,603939
1827,大千生态,603955
1828,威派格,603956
1829,哈森股份,603958
1830,百利科技,603959
1831,克来机电,603960
1832,大理药业,603963
1833,法兰泰克,603966
1834,醋化股份,603968
1835,银龙股份,603969
1836,中农立华,603970
1837,正川股份,603976
1838,国泰集团,603977
1839,深圳新星,603978
1840,金诚信,603979
1841,吉华集团,603980
1842,恒润股份,603985
1843,兆易创新,603986
1844,康德莱,603987
1845,中电电机,603988
1846,艾华集团,603989
1847,麦迪科技,603990
1848,至正股份,603991
1849,洛阳钼业,603993
1850,中新科技,603996
1851,继峰股份,603997
1852,方盛制药,603998
1853,读者传媒,603999
1854,云赛B股,900901
1855,市北B股,900902
1856,大众B股,900903
1857,神奇B股,900904
1858,老凤祥B,900905
1859,*ST毅达B,900906
1860,鹏起B股,900907
1861,氯碱B股,900908
1862,华谊B股,900909
1863,海立B股,900910
1864,金桥B股,900911
1865,外高B股,900912
1866,国新B股,900913
1867,锦投B股,900914
1868,中路B股,900915
1869,凤凰B股,900916
1870,海欣B股,900917
1871,耀皮B股,900918
1872,绿庭B股,900919
1873,上柴B股,900920
1874,丹科B股,900921
1875,三毛B股,900922
1876,百联B股,900923
1877,上工B股,900924
1878,机电B股,900925
1879,宝信B,900926
1880,物贸B股,900927
1881,临港B股,900928
1882,锦旅B股,900929
1883,*ST沪普B,900930
1884,PT水仙B,900931
1885,陆家B股,900932
1886,华新B股,900933
1887,锦江B股,900934
1888,阳晨B股,900935
1889,鄂资B股,900936
1890,华电B股,900937
1891,海科B,900938
1892,汇丽B,900939
1893,大名城B,900940
1894,东信B股,900941
1895,黄山B股,900942
1896,开开B股,900943
1897,海控B股,900945
1898,天雁B股,900946
1899,振华B股,900947
1900,伊泰B股,900948
1901,东电B股,900949
1902,新城B股,900950
1903,ST大化B,900951
1904,锦港B股,900952
1905,凯马B,900953
1906,海创B股,900955
1907,东贝B股,900956
1908,凌云B股,900957
1909,平安银行,000001
1910,万科A,000002
1911,PT金田A,000003
1912,国农科技,000004
1913,世纪星源,000005
1914,深振业A,000006
1915,全新好,000007
1916,神州高铁,000008
1917,中国宝安,000009
1918,美丽生态,000010
1919,深物业A,000011
1920,南玻A,000012
1921,*ST石化A,000013
1922,沙河股份,000014
1923,PT中浩A,000015
1924,深康佳A,000016
1925,深中华A,000017
1926,神州长城,000018
1927,深深宝A,000019
1928,深华发A,000020
1929,深科技,000021
1930,深赤湾A,000022
1931,深天地A,000023
1932,招商地产,000024
1933,特力A,000025
1934,飞亚达A,000026
1935,深圳能源,000027
1936,国药一致,000028
1937,深深房A,000029
1938,富奥股份,000030
1939,中粮地产,000031
1940,深桑达A,000032
1941,新都退,000033
1942,神州数码,000034
1943,中国天楹,000035
1944,华联控股,000036
1945,深南电A,000037
1946,深大通,000038
1947,中集集团,000039
1948,东旭蓝天,000040
1949,中洲控股,000042
1950,中航善达,000043
1951,深纺织A,000045
1952,泛海控股,000046
1953,ST中侨,000047
1954,*ST康达,000048
1955,德赛电池,000049
1956,深天马A,000050
1957,方大集团,000055
1958,皇庭国际,000056
1959,深赛格,000058
1960,华锦股份,000059
1961,中金岭南,000060
1962,农产品,000061
1963,深圳华强,000062
1964,中兴通讯,000063
1965,北方国际,000065
1966,中国长城,000066
1967,华控赛格,000068
1968,华侨城A,000069
1969,特发信息,000070
1970,海王生物,000078
1971,盐田港,000088
1972,深圳机场,000089
1973,天健集团,000090
1974,广聚能源,000096
1975,中信海直,000099
1976,TCL集团,000100
1977,宜华健康,000150
1978,中成股份,000151
1979,丰原药业,000153
1980,川能动力,000155
1981,华数传媒,000156
1982,中联重科,000157
1983,常山北明,000158
1984,国际实业,000159
1985,申万宏源,000166
1986,东方盛虹,000301
1987,美的集团,000333
1988,潍柴动力,000338
1989,许继电气,000400
1990,冀东水泥,000401
1991,金融街,000402
1992,振兴生化,000403
1993,长虹华意,000404
1994,ST鑫光,000405
1995,石油大明,000406
1996,胜利股份,000407
1997,藏格控股,000408
1998,*ST地矿,000409
1999,沈阳机床,000410
2000,英特集团,000411
2001,ST五环,000412
2002,东旭光电,000413
2003,渤海租赁,000415
2004,民生控股,000416
2005,合肥百货,000417
2006,小天鹅A,000418
2007,通程控股,000419
2008,吉林化纤,000420
2009,南京公用,000421
2010,*ST宜化,000422
2011,东阿阿胶,000423
2012,徐工机械,000425
2013,兴业矿业,000426
2014,华天酒店,000428
2015,粤高速A,000429
2016,张家界,000430
2017,晨鸣纸业,000488
2018,山东路桥,000498
2019,鄂武商A,000501
2020,绿景控股,000502
2021,国新健康,000503
2022,南华生物,000504
2023,京粮控股,000505
2024,中润资源,000506
2025,珠海港,000507
2026,琼民源A,000508
2027,华塑控股,000509
2028,金路集团,000510
2029,烯碳退,000511
2030,丽珠集团,000513
2031,渝开发,000514
2032,攀渝钛业,000515
2033,国际医学,000516
2034,荣安地产,000517
2035,四环生物,000518
2036,中兵红箭,000519
2037,长航凤凰,000520
2038,长虹美菱,000521
2039,白云山A,000522
2040,广州浪奇,000523
2041,岭南控股,000524
2042,红太阳,000525
2043,紫光学大,000526
2044,美的电器,000527
2045,柳工,000528
2046,广弘控股,000529
2047,大冷股份,000530
2048,穗恒运A,000531
2049,华金资本,000532
2050,万家乐,000533
2051,万泽股份,000534
2052,*ST猴王,000535
2053,华映科技,000536
2054,广宇发展,000537
2055,云南白药,000538
2056,粤电力A,000539
2057,中天金融,000540
2058,佛山照明,000541
2059,TCL通讯,000542
2060,皖能电力,000543
2061,中原环保,000544
2062,金浦钛业,000545
2063,金圆股份,000546
2064,航天发展,000547
2065,湖南投资,000548
2066,S湘火炬,000549
2067,江铃汽车,000550
2068,创元科技,000551
2069,靖远煤电,000552
2070,安道麦A,000553
2071,泰山石油,000554
2072,神州信息,000555
2073,PT南洋,000556
2074,西部创业,000557
2075,莱茵体育,000558
2076,万向钱潮,000559
2077,我爱我家,000560
2078,烽火电子,000561
2079,宏源证券,000562
2080,陕国投A,000563
2081,供销大集,000564
2082,渝三峡A,000565
2083,海南海药,000566
2084,海德股份,000567
2085,泸州老窖,000568
2086,长城股份,000569
2087,苏常柴A,000570
2088,新大洲A,000571
2089,海马汽车,000572
2090,粤宏远A,000573
2091,广东甘化,000576
2092,盐湖集团,000578
2093,威孚高科,000581
2094,北部湾港,000582
2095,S*ST托普,000583
2096,哈工智能,000584
2097,*ST东电,000585
2098,汇源通信,000586
2099,金洲慈航,000587
2100,PT粤金曼,000588
2101,黔轮胎A,000589
2102,启迪古汉,000590
2103,太阳能,000591
2104,平潭发展,000592
2105,大通燃气,000593
2106,国恒退,000594
2107,宝塔实业,000595
2108,古井贡酒,000596
2109,东北制药,000597
2110,兴蓉环境,000598
2111,青岛双星,000599
2112,建投能源,000600
2113,韶能股份,000601
2114,金马集团,000602
2115,盛达矿业,000603
2116,渤海股份,000605
2117,顺利办,000606
2118,华媒控股,000607
2119,阳光股份,000608
2120,中迪投资,000609
2121,西安旅游,000610
2122,天首发展,000611
2123,焦作万方,000612
2124,大东海A,000613
2125,京汉股份,000615
2126,海航投资,000616
2127,中油资本,000617
2128,吉林化工,000618
2129,海螺型材,000619
2130,新华联,000620
2131,*ST比特,000621
2132,恒立实业,000622
2133,吉林敖东,000623
2134,长安汽车,000625
2135,远大控股,000626
2136,天茂集团,000627
2137,高新发展,000628
2138,攀钢钒钛,000629
2139,铜陵有色,000630
2140,顺发恒业,000631
2141,三木集团,000632
2142,合金投资,000633
2143,英力特,000635
2144,风华高科,000636
2145,茂化实华,000637
2146,万方发展,000638
2147,西王食品,000639
2148,仁和药业,000650
2149,格力电器,000651
2150,泰达股份,000652
2151,ST九州,000653
2152,*ST金岭,000655
2153,金科股份,000656
2154,中钨高新,000657
2155,ST海洋,000658
2156,珠海中富,000659
2157,*ST南华,000660
2158,长春高新,000661
2159,天夏智慧,000662
2160,永安林业,000663
2161,湖北广电,000665
2162,经纬纺机,000666
2163,美好置业,000667
2164,荣丰控股,000668
2165,金鸿控股,000669
2166,盈方微,000670
2167,阳光城,000671
2168,上峰水泥,000672
2169,当代东方,000673
2170,ST银山,000675
2171,智度股份,000676
2172,恒天海龙,000677
2173,襄阳轴承,000678
2174,大连友谊,000679
2175,山推股份,000680
2176,视觉中国,000681
2177,东方电子,000682
2178,远兴能源,000683
2179,中山公用,000685
2180,东北证券,000686
2181,华讯方舟,000687
2182,国城矿业,000688
2183,ST宏业,000689
2184,宝新能源,000690
2185,亚太实业,000691
2186,惠天热电,000692
2187,*ST华泽,000693
2188,滨海能源,000695
2189,炼石航空,000697
2190,沈阳化工,000698
2191,S*ST佳纸,000699
2192,模塑科技,000700
2193,厦门信达,000701
2194,正虹科技,000702
2195,恒逸石化,000703
2196,浙江震元,000705
2197,*ST双环,000707
2198,大冶特钢,000708
2199,河钢股份,000709
2200,贝瑞基因,000710
2201,京蓝科技,000711
2202,锦龙股份,000712
2203,丰乐种业,000713
2204,中兴商业,000715
2205,黑芝麻,000716
2206,韶钢松山,000717
2207,苏宁环球,000718
2208,中原传媒,000719
2209,*ST新能,000720
2210,西安饮食,000721
2211,湖南发展,000722
2212,美锦能源,000723
2213,京东方A,000725
2214,鲁泰A,000726
2215,华东科技,000727
2216,国元证券,000728
2217,燕京啤酒,000729
2218,*ST环保,000730
2219,四川美丰,000731
2220,泰禾集团,000732
2221,振华科技,000733
2222,罗牛山,000735
2223,中交地产,000736
2224,*ST南风,000737
2225,航发控制,000738
2226,普洛药业,000739
2227,长城信息,000748
2228,国海证券,000750
2229,锌业股份,000751
2230,西藏发展,000752
2231,漳州发展,000753
2232,山西路桥,000755
2233,新华制药,000756
2234,浩物股份,000757
2235,中色股份,000758
2236,中百集团,000759
2237,斯太尔,000760
2238,本钢板材,000761
2239,西藏矿业,000762
2240,锦州石化,000763
2241,*ST华信,000765
2242,通化金马,000766
2243,漳泽电力,000767
2244,中航飞机,000768
2245,*ST大菲,000769
2246,广发证券,000776
2247,中核科技,000777
2248,新兴铸管,000778
2249,三毛派神,000779
2250,平庄能源,000780
2251,美达股份,000782
2252,长江证券,000783
2253,武汉中商,000785
2254,北新建材,000786
2255,*ST创智,000787
2256,北大医药,000788
2257,万年青,000789
2258,泰合健康,000790
2259,甘肃电投,000791
2260,盐湖股份,000792
2261,华闻传媒,000793
2262,英洛华,000795
2263,凯撒旅游,000796
2264,中国武夷,000797
2265,中水渔业,000798
2266,酒鬼酒,000799
2267,一汽轿车,000800
2268,四川九洲,000801
2269,北京文化,000802
2270,金宇车城,000803
2271,*ST炎黄,000805
2272,银河生物,000806
2273,云铝股份,000807
2274,铁岭新城,000809
2275,创维数字,000810
2276,冰轮环境,000811
2277,陕西金叶,000812
2278,德展健康,000813
2279,美利云,000815
2280,*ST慧业,000816
2281,辽河油田,000817
2282,航锦科技,000818
2283,岳阳兴长,000819
2284,神雾节能,000820
2285,京山轻机,000821
2286,山东海化,000822
2287,超声电子,000823
2288,太钢不锈,000825
2289,启迪桑德,000826
2290,*ST长兴,000827
2291,东莞控股,000828
2292,天音控股,000829
2293,鲁西化工,000830
2294,五矿稀土,000831
2295,*ST龙涤,000832
2296,粤桂股份,000833
2297,长城动漫,000835
2298,富通鑫茂,000836
2299,秦川机床,000837
2300,财信发展,000838
2301,中信国安,000839
2302,承德露露,000848
2303,华茂股份,000850
2304,高鸿股份,000851
2305,石化机械,000852
2306,冀东装备,000856
2307,五粮液,000858
2308,国风塑业,000859
2309,顺鑫农业,000860
2310,海印股份,000861
2311,银星能源,000862
2312,三湘印象,000863
2313,扬子石化,000866
2314,安凯客车,000868
2315,张裕A,000869
2316,吉电股份,000875
2317,新希望,000876
2318,天山股份,000877
2319,云南铜业,000878
2320,潍柴重机,000880
2321,中广核技,000881
2322,华联股份,000882
2323,湖北能源,000883
2324,城发环境,000885
2325,海南高速,000886
2326,中鼎股份,000887
2327,峨眉山A,000888
2328,中嘉博创,000889
2329,法尔胜,000890
2330,欢瑞世纪,000892
2331,*ST东凌,000893
2332,双汇发展,000895
2333,津滨发展,000897
2334,鞍钢股份,000898
2335,赣能股份,000899
2336,现代投资,000900
2337,航天科技,000901
2338,新洋丰,000902
2339,云内动力,000903
2340,厦门港务,000905
2341,浙商中拓,000906
2342,景峰医药,000908
2343,数源科技,000909
2344,大亚圣象,000910
2345,南宁糖业,000911
2346,*ST天化,000912
2347,钱江摩托,000913
2348,山大华特,000915
2349,华北高速,000916
2350,电广传媒,000917
2351,嘉凯城,000918
2352,金陵药业,000919
2353,南方汇通,000920
2354,海信家电,000921
2355,佳电股份,000922
2356,河北宣工,000923
2357,众合科技,000925
2358,福星股份,000926
2359,一汽夏利,000927
2360,中钢国际,000928
2361,兰州黄河,000929
2362,中粮生化,000930
2363,中关村,000931
2364,华菱钢铁,000932
2365,神火股份,000933
2366,四川双马,000935
2367,华西股份,000936
2368,冀中能源,000937
2369,紫光股份,000938
2370,*ST凯迪,000939
2371,南天信息,000948
2372,新乡化纤,000949
2373,重药控股,000950
2374,中国重汽,000951
2375,广济药业,000952
2376,ST河化,000953
2377,欣龙控股,000955
2378,中原油气,000956
2379,中通客车,000957
2380,东方能源,000958
2381,首钢股份,000959
2382,锡业股份,000960
2383,中南建设,000961
2384,东方钽业,000962
2385,华东医药,000963
2386,天保基建,000965
2387,长源电力,000966
2388,盈峰环境,000967
2389,蓝焰控股,000968
2390,安泰科技,000969
2391,中科三环,000970
2392,高升控股,000971
2393,ST中基,000972
2394,佛塑科技,000973
2395,银泰资源,000975
2396,华铁股份,000976
2397,浪潮信息,000977
2398,桂林旅游,000978
2399,中弘退,000979
2400,众泰汽车,000980
2401,银亿股份,000981
2402,*ST中绒,000982
2403,西山煤电,000983
2404,大庆华科,000985
2405,越秀金控,000987
2406,华工科技,000988
2407,九芝堂,000989
2408,诚志股份,000990
2409,通海高科,000991
2410,闽东电力,000993
2411,*ST皇台,000995
2412,中国中期,000996
2413,新大陆,000997
2414,隆平高科,000998
2415,华润三九,000999
2416,宗申动力,001696
2417,招商港口,001872
2418,豫能控股,001896
2419,招商公路,001965
2420,招商蛇口,001979
2421,新和成,002001
2422,鸿达兴业,002002
2423,伟星股份,002003
2424,华邦健康,002004
2425,德豪润达,002005
2426,精功科技,002006
2427,华兰生物,002007
2428,大族激光,002008
2429,天奇股份,002009
2430,传化智联,002010
2431,盾安环境,002011
2432,凯恩股份,002012
2433,中航机电,002013
2434,永新股份,002014
2435,霞客环保,002015
2436,世荣兆业,002016
2437,东信和平,002017
2438,*ST华信,002018
2439,亿帆医药,002019
2440,京新药业,002020
2441,中捷资源,002021
2442,科华生物,002022
2443,海特高新,002023
2444,苏宁易购,002024
2445,航天电器,002025
2446,山东威达,002026
2447,分众传媒,002027
